u,v,osmid,lanes,name,maxspeed,length,geometry,highway
9128113135,4409076007,"[987541126, 1149610705, 1149610707, 987541113, 987541114]",1,Letališka cesta,50,97.65599999999999,"LINESTRING (14.541762 46.0609903, 14.5417855 46.0609731, 14.5418088 46.0609586, 14.5418349 46.0609449, 14.5418713 46.0609304, 14.5419124 46.0609185, 14.5419575 46.0609123, 14.5420013 46.0609124, 14.5420384 46.0609171, 14.5420809 46.0609281, 14.542119 46.0609416, 14.5421606 46.0609639, 14.5422167 46.0609954, 14.5422692 46.0610163, 14.5423231 46.0610287, 14.5424232 46.0610381, 14.5425904 46.0610531, 14.5428225 46.0610699, 14.542938 46.0610934)",tertiary
9128113140,4739686524,987541121,1,Letališka cesta,50,86.35600000000001,"LINESTRING (14.5432679 46.0611682, 14.5430897 46.0611806, 14.542871 46.0611783, 14.5423675 46.0611843, 14.5423147 46.0611843, 14.5422662 46.0611856, 14.5422259 46.061188, 14.5422043 46.0611913, 14.5421899 46.061195, 14.5421779 46.0611992, 14.5421689 46.0612035, 14.5421581 46.0612099)",tertiary
9128113140,8090919982,987541125,1,Letališka cesta,50,83.502,"LINESTRING (14.5432679 46.0611682, 14.5430982 46.0611526, 14.5423697 46.0611433, 14.542317 46.0611422, 14.5422195 46.0611426, 14.5421874 46.0611443)",tertiary
9130381311,8593452537,"[987799389, 987799390]",1,Letališka cesta,50,97.58500000000001,"LINESTRING (14.545007 46.0610566, 14.545021 46.0610376, 14.5450467 46.0610185, 14.5450729 46.0610022, 14.5451002 46.060987, 14.5451389 46.0609738, 14.5451696 46.060967, 14.5451941 46.0609621, 14.5452285 46.060959, 14.5452599 46.0609585, 14.5452965 46.0609614, 14.5453348 46.0609702, 14.5453671 46.0609799, 14.5453985 46.0609939, 14.545431 46.0610155, 14.5454584 46.0610338, 14.5454957 46.061052, 14.5455268 46.0610643, 14.5455677 46.0610749, 14.5456126 46.0610857, 14.5460535 46.0611542, 14.5461472 46.0611823)",tertiary
9149350017,59994899,187009136,1,Zasavska cesta,50,30.439,"LINESTRING (14.5442607 46.1044333, 14.5446258 46.1043291)",primary
9149350026,533705481,990068666,3,Štajerska cesta,70,8.776,"LINESTRING (14.5434859 46.1046901, 14.5433994 46.1046388)",primary
9149350026,9149350032,990068670,1,Dunajska cesta,50,84.45200000000001,"LINESTRING (14.5434859 46.1046901, 14.5431707 46.1047412, 14.5427526 46.1047835, 14.5425851 46.1047942, 14.5424044 46.1048012)",secondary
9149350027,9149350026,990068668,2,Zasavska cesta,50,11.444,"LINESTRING (14.5436267 46.1046575, 14.5434859 46.1046901)",primary
9149350027,279305901,42678938,2,Štajerska cesta,70,41.01,"LINESTRING (14.5436267 46.1046575, 14.5437844 46.1047575, 14.5438788 46.1048237, 14.544005 46.1049165)",primary
9149350032,2027914713,990068671,1,Dunajska cesta,50,125.115,"LINESTRING (14.5424044 46.1048012, 14.5419469 46.1047955, 14.541771 46.1047899, 14.5415393 46.1047899, 14.5409528 46.1047996, 14.5407832 46.1047855)",secondary
9149547628,9149547717,990094070,1,Bratislavska cesta,50,40.888000000000005,"LINESTRING (14.5514234 46.0664637, 14.5514731 46.0665607, 14.5515241 46.0666954, 14.5515672 46.0667795, 14.5515888 46.0668125)",tertiary
9149547628,30536871,990094072,1,Bratislavska cesta,50,38.059999999999995,"LINESTRING (14.5514234 46.0664637, 14.5514267 46.0665686, 14.5514678 46.0666988, 14.5515009 46.0667673, 14.5515204 46.0667961)",tertiary
9149547696,9149547710,990094097,1,Leskoškova cesta,50,32.53399999999999,"LINESTRING (14.5521002 46.0670022, 14.5519739 46.0670253, 14.5519075 46.0670334, 14.5518503 46.0670424, 14.5517307 46.0670606, 14.5516891 46.0670669)",tertiary
9149547696,30536868,990094098,1,Leskoškova cesta,50,30.268,"LINESTRING (14.5521002 46.0670022, 14.5519616 46.0669926, 14.5518491 46.0670029, 14.5517528 46.0670176, 14.5517131 46.0670246)",tertiary
9149547698,8171408922,990094090,2,Bratislavska,50,25.286,"LINESTRING (14.5515629 46.0674274, 14.5515949 46.0675462, 14.5515904 46.0676527)",tertiary
9149547710,9149547698,"[1150801979, 990094094]",1,Bratislavska,50,42.683,"LINESTRING (14.5516891 46.0670669, 14.5516528 46.0670966, 14.5516319 46.0671156, 14.5516167 46.0671344, 14.5516098 46.0671466, 14.5515972 46.067169, 14.5515831 46.0671982, 14.5515736 46.0672358, 14.5515658 46.067273, 14.5515677 46.0673001, 14.5515698 46.0673525, 14.5515753 46.0673946, 14.5515629 46.0674274)",tertiary
9149547713,30536868,990094068,1,nan,50,14.253,"LINESTRING (14.5516991 46.0668995, 14.5517122 46.0669267, 14.5517224 46.0669591, 14.5517234 46.0669813, 14.5517224 46.0669991, 14.5517131 46.0670246)",tertiary
9149547713,3302261396,"[1124645185, 990094095]",1,Leskoškova cesta,50,39.994,"LINESTRING (14.5516991 46.0668995, 14.5518471 46.0669373, 14.5519384 46.0669497, 14.5520598 46.0669572, 14.5521992 46.0669868)",tertiary
9149547717,9149547713,990094068,1,nan,50,13.154,"LINESTRING (14.5515888 46.0668125, 14.5516288 46.0668299, 14.551654 46.0668484, 14.5516751 46.066868, 14.5516991 46.0668995)",tertiary
9149547720,30536871,990094050,1,nan,50,14.802000000000001,"LINESTRING (14.5513333 46.0668108, 14.5513733 46.0667999, 14.5514092 46.0667942, 14.5514427 46.0667917, 14.5514836 46.0667912, 14.5515204 46.0667961)",tertiary
9149547720,5149834732,990094067,1,Bratislavska cesta,50,73.83200000000001,"LINESTRING (14.5513333 46.0668108, 14.5513621 46.0667554, 14.5513791 46.0667042, 14.5513799 46.0666566, 14.5513614 46.0664794, 14.5513412 46.0663128, 14.5513291 46.0662303, 14.5513581 46.0661558)",tertiary
9205307256,10754528244,"[1156455392, 1156455389, 1156455390]",3,Tržaška cesta,60,59.421,"LINESTRING (14.4639725 46.0361993, 14.4637871 46.0361898, 14.4635248 46.0361105, 14.4634021 46.0360735, 14.4632951 46.0359872)",secondary
9205307256,9205307257,"[1156458266, 1156458267, 117343691]",4.5,Tržaška cesta,60,99.24000000000001,"LINESTRING (14.4639725 46.0361993, 14.4645382 46.0364047, 14.4648751 46.0365313, 14.4651057 46.0366207)",secondary
9205307257,9205307256,"[1156458267, 1156458266, 117343691]",4.5,Tržaška cesta,60,99.24000000000001,"LINESTRING (14.4651057 46.0366207, 14.4648751 46.0365313, 14.4645382 46.0364047, 14.4639725 46.0361993)",secondary
9205307257,16817224,"[343394376, 1156458265]",3,Tržaška cesta,60,68.147,"LINESTRING (14.4651057 46.0366207, 14.4653047 46.0366369, 14.4656886 46.0367755, 14.4657537 46.0367992, 14.4659081 46.0368582)",secondary
9370190996,2717181675,1015857728,1,nan,50,14.594,"LINESTRING (14.4760175 46.123278, 14.4758987 46.1233802)",secondary
9370616149,11193405739,1208019773,3,nan,50,17.685,"LINESTRING (14.4339535 46.0268823, 14.4339429 46.0269473, 14.433925 46.0270401)",motorway_link
9411133232,119807974,164818695,3,Betettova cesta,40,5.555,"LINESTRING (14.5252263 46.0185682, 14.5251629 46.0185918)",tertiary
9411133232,114136385,"[343172000, 343172001, 343172002, 343172003, 343172004, 343172005, 343172006, 164818695, 708438938, 708438939, 343171996, 343171998]",2.5,Betettova cesta,40,800.418,"LINESTRING (14.5252263 46.0185682, 14.5259996 46.0182818, 14.5260491 46.018264, 14.5260986 46.0182461, 14.5261437 46.0182295, 14.5264035 46.0181341, 14.5266409 46.0180732, 14.5268074 46.01805, 14.5270072 46.0180413, 14.5271663 46.0180501, 14.5273153 46.0180638, 14.5275221 46.0181301, 14.52853 46.0185384, 14.5288469 46.0186735, 14.5291907 46.0188117, 14.53007 46.0191717, 14.5308453 46.0194885, 14.5316088 46.0198126, 14.5322627 46.0200842, 14.5324875 46.0201751, 14.5326851 46.0202595, 14.5329858 46.0203778, 14.5335003 46.0206042, 14.5335671 46.0206431, 14.5338114 46.0207947, 14.5339625 46.0209006, 14.534138 46.0210547)",tertiary
9411236022,96073287,1020384955,2,Cesta vstaje,50,8.648,"LINESTRING (14.4831264 46.123801, 14.4832386 46.1237998)",tertiary
9411236022,9411236029,10807474,1,nan,50,30.448,"LINESTRING (14.4831264 46.123801, 14.4831236 46.1237053, 14.4831149 46.1235273)",motorway_link
9411236022,96076140,35403016,2,Cesta vstaje,50,38.33,"LINESTRING (14.4831264 46.123801, 14.4830288 46.1238013, 14.4829898 46.1238009, 14.4826291 46.1237975)",tertiary
9411236029,96073377,10807474,1,nan,50,305.962,"LINESTRING (14.4831149 46.1235273, 14.483116 46.1234336, 14.4831103 46.1233372, 14.4831036 46.1232659, 14.4830875 46.1231699, 14.4830674 46.1230862, 14.4830375 46.123014, 14.483003 46.1229554, 14.4829684 46.122908, 14.4829275 46.1228643, 14.4828665 46.1228141, 14.4827961 46.1227693, 14.4827381 46.122736, 14.482669 46.1227093, 14.4825822 46.122683, 14.4824987 46.1226628, 14.4824116 46.1226533, 14.4823024 46.122645, 14.4822049 46.1226475, 14.4821146 46.1226599, 14.4820409 46.1226747, 14.4819494 46.1227043, 14.4818751 46.1227311, 14.4818068 46.1227636, 14.4817385 46.1227982, 14.4816582 46.1228559, 14.4816161 46.1228917, 14.4815667 46.1229486, 14.4815341 46.1230071, 14.4814996 46.1230767, 14.4814812 46.1231557, 14.4814806 46.1232472, 14.4814913 46.1233192, 14.4815097 46.1233925, 14.4816155 46.1236574, 14.4816333 46.1238678)",motorway_link
9418218809,9418218810,1021149755,1,nan,50,6.567,"LINESTRING (14.4929661 46.0822157, 14.4928925 46.0822454)",secondary_link
9418218809,1653007098,"[152483362, 1062192534]",1,Litostrojska cesta,50,47.036,"LINESTRING (14.4929661 46.0822157, 14.4931565 46.0824662, 14.4932017 46.0825318, 14.4931994 46.0825989)",secondary
9418218810,9418218809,1021149755,1,nan,50,6.567,"LINESTRING (14.4928925 46.0822454, 14.4929661 46.0822157)",secondary_link
9418218810,1747510585,"[1062192536, 1062192537, 1062204726, 152483351]",1,Litostrojska cesta,50,489.769,"LINESTRING (14.4928925 46.0822454, 14.4925887 46.0818384, 14.4922619 46.0814054, 14.4922191 46.0813487, 14.4917436 46.0807302, 14.4916871 46.0806564, 14.4916219 46.0805721, 14.4914736 46.0803793, 14.4913054 46.0801602, 14.4907156 46.0793741, 14.4902813 46.0788105, 14.4901153 46.0785959, 14.4900486 46.0785103, 14.4899296 46.0783498)",secondary
9429299334,6646074121,120522607,2,Letališka cesta,60,25.474999999999998,"LINESTRING (14.5753965 46.0616398, 14.5754175 46.0616786, 14.5754259 46.0617, 14.5754312 46.0617248, 14.5754294 46.0617429, 14.5754246 46.0617615, 14.5754146 46.0617794, 14.5754048 46.0617954, 14.5753926 46.0618151, 14.5753803 46.0618289, 14.5753689 46.0618408, 14.5753544 46.0618517)",tertiary
9429299334,10738926015,918772952,1,nan,50,44.836,"LINESTRING (14.5753965 46.0616398, 14.5754912 46.0617557, 14.5755309 46.0618524, 14.5755399 46.0618753, 14.5755552 46.0619448, 14.5755545 46.0620202)",motorway_link
9493993937,9493993947,"[1029879221, 1029879230]",2,Podutiška cesta,50,74.15000000000002,"LINESTRING (14.4635365 46.0735335, 14.4636267 46.0735125, 14.4638418 46.0734623, 14.4639454 46.073436, 14.4641011 46.0733943, 14.4642144 46.0733628, 14.4643741 46.0733141, 14.4644339 46.0732957)",secondary
9493993938,26408478,13031373,1,nan,50,291.588,"LINESTRING (14.4647407 46.0734682, 14.4647732 46.0734867, 14.4652768 46.0737735, 14.4658531 46.0740909, 14.4662132 46.0742892, 14.4664527 46.0744264, 14.4666489 46.0745322, 14.4669002 46.0746639, 14.4670897 46.0747537, 14.4673089 46.0748494, 14.4675573 46.0749454, 14.467729 46.0750656)",trunk_link
9493993947,26506027,497603038,2,nan,50,8.723,"LINESTRING (14.4644339 46.0732957, 14.4645222 46.0733447)",trunk_link
9493993947,5230251438,1029879229,1,Podutiška cesta,50,93.40899999999999,"LINESTRING (14.4644339 46.0732957, 14.4645307 46.0732639, 14.4646665 46.073219, 14.464906 46.0731378, 14.4652459 46.0730191, 14.4655376 46.0729544)",secondary
9493993955,9493993937,1029879222,2,Podutiška cesta,50,59.70400000000001,"LINESTRING (14.4628108 46.0737042, 14.4629184 46.073649, 14.4632749 46.0735839, 14.4635365 46.0735335)",secondary
9493993955,140343212,"[149756684, 990948973, 1029879231]",2.5,Podutiška cesta,50,219.425,"LINESTRING (14.4628108 46.0737042, 14.4626575 46.0737298, 14.4622486 46.0737924, 14.4622112 46.0737962, 14.46202 46.0738157, 14.4618568 46.0738323, 14.4617911 46.073839, 14.4610887 46.0739146, 14.460465 46.0739601, 14.4599986 46.0739847)",secondary
9493993957,26506027,1029879224,1,Podutiška cesta,50,24.085,"LINESTRING (14.4648053 46.0732535, 14.4646589 46.0733035, 14.4646123 46.0733175, 14.4645222 46.0733447)",secondary
9493993957,9493993938,1029879228,1,nan,50,25.473,"LINESTRING (14.4648053 46.0732535, 14.4647611 46.073302, 14.4647426 46.0733291, 14.4647265 46.0733621, 14.4647259 46.0734012, 14.4647407 46.0734682)",trunk_link
9573686967,8413200820,980729468,5,Drenikova ulica,60,44.553,"LINESTRING (14.4924311 46.0674881, 14.492278 46.0675074, 14.492181 46.0675161, 14.4920722 46.0675206, 14.4919902 46.0675174, 14.491858 46.0675076)",primary
9573686967,2976939772,"[1039703984, 1039703985, 1039703986, 1039703987, 1039703988]",4.5,Drenikova ulica,60,299.192,"LINESTRING (14.4924311 46.0674881, 14.4929456 46.0674238, 14.4937762 46.0673134, 14.4938771 46.0672994, 14.4947333 46.0671752, 14.4948221 46.0671636, 14.4956207 46.067047, 14.4962352 46.0669657)",primary
9601814047,2527973191,"[6993216, 31719396, 6993224, 342509261, 766605557, 1043569750, 6080151, 882143893, 1043260031]",2.5,"['Chengdujska cesta', 'Trpinčeva ulica', 'Fužinska cesta']",40,809.5379999999997,"LINESTRING (14.5650399 46.0510346, 14.5650035 46.0509084, 14.5649629 46.0508019, 14.5649255 46.0506825, 14.5648215 46.0502648, 14.5647804 46.0501146, 14.5646436 46.0495601, 14.5645353 46.0491263, 14.5645192 46.0490635, 14.5643905 46.0490793, 14.5642785 46.0490934, 14.5641147 46.0491143, 14.5639934 46.0491273, 14.5639439 46.0491317, 14.5638991 46.0491334, 14.5638632 46.0491327, 14.5638217 46.0491308, 14.5637835 46.0491263, 14.5637481 46.0491211, 14.5637198 46.0491153, 14.5636735 46.0491022, 14.5636406 46.0490907, 14.5636132 46.0490796, 14.5635468 46.0490491, 14.5635135 46.0490312, 14.5634541 46.0489964, 14.5634017 46.0489613, 14.5633516 46.0489231, 14.5633059 46.0488837, 14.5632633 46.0488421, 14.5632225 46.0487953, 14.5631887 46.0487482, 14.5631527 46.0486874, 14.5631302 46.0486413, 14.5631133 46.0485902, 14.5630776 46.0484325, 14.5630628 46.0483817, 14.5630424 46.0483306, 14.5630201 46.0482804, 14.5629834 46.0482149, 14.5629611 46.0481828, 14.5629088 46.0481138, 14.5628689 46.0480693, 14.5628026 46.0480061, 14.5627063 46.0479236, 14.5622807 46.0475563, 14.5620652 46.0473694, 14.5617652 46.047112, 14.5616082 46.0469787, 14.5615122 46.0468962, 14.5612667 46.0466955, 14.5611189 46.0465749, 14.5610193 46.0464957, 14.5609142 46.0464201, 14.5608077 46.0463469, 14.5607507 46.0463098, 14.560638 46.0462377, 14.5604049 46.0461021, 14.560345 46.0460678, 14.560292 46.0460329, 14.5602297 46.0459872, 14.5601667 46.0459313, 14.5601232 46.0458863, 14.5600842 46.0458399, 14.5600491 46.0457928, 14.5600184 46.0457441, 14.5599957 46.0456928, 14.5599744 46.0456421, 14.5599173 46.045495, 14.5599131 46.0454851, 14.5598947 46.0454437, 14.5598588 46.0453631)",tertiary
9601814047,6178976728,"[149769833, 149769835, 1043570156, 992304302, 149769849, 1043570237]",3,Chengdujska cesta,50,368.4599999999999,"LINESTRING (14.5650399 46.0510346, 14.5650632 46.0511064, 14.565167 46.0513936, 14.5652305 46.0515306, 14.5652942 46.051643, 14.5654695 46.0519519, 14.5655477 46.0520877, 14.5656504 46.052266, 14.5656924 46.0523389, 14.5657303 46.0524047, 14.5660406 46.0529383, 14.566094 46.0530252, 14.5661148 46.053062, 14.5662859 46.0533656, 14.5663944 46.0535642, 14.5664808 46.0537181, 14.566513 46.05378, 14.5665408 46.0538475, 14.5665628 46.0539148, 14.5665776 46.0539779, 14.5665935 46.0540329, 14.5666045 46.054078, 14.5666198 46.0541531)",tertiary
9644363230,59940128,"[12362854, 1049451623, 13027280, 8011121, 4853877, 1049451640]",1,Ižanska cesta,50,1126.3019999999997,"LINESTRING (14.5111037 46.0243487, 14.5110818 46.024187, 14.5110652 46.0240883, 14.5110484 46.0239635, 14.5106244 46.0214481, 14.5106013 46.021314, 14.5105924 46.0212625, 14.5105761 46.0211676, 14.510468 46.0205197, 14.5104389 46.0202971, 14.5104316 46.0201877, 14.5104319 46.0201057, 14.5104406 46.0199689, 14.5104561 46.0198434, 14.5104745 46.0197373, 14.51051 46.019581, 14.5105469 46.0194504, 14.5106763 46.0190406, 14.5107347 46.0188562, 14.5108337 46.0185381, 14.510879 46.0183972, 14.5109084 46.0183055, 14.5109916 46.0180466, 14.5110303 46.0179311, 14.5111751 46.0174984, 14.5112904 46.0171402, 14.5113077 46.0170864, 14.5113585 46.0169288, 14.5113685 46.0168977, 14.5114142 46.0167555, 14.5114404 46.0166744, 14.5114708 46.0165798, 14.5115478 46.0163376, 14.5116087 46.0161515, 14.5116542 46.0160101, 14.5116916 46.0158939, 14.5117306 46.0157729, 14.511772 46.0156441, 14.5118104 46.0155249, 14.5118284 46.015469, 14.5119449 46.0151071, 14.511984 46.0149858, 14.5120258 46.0148557, 14.5121352 46.0145159, 14.5121931 46.0143795)",tertiary
9693645246,9693645281,1055524699,1,Letališka cesta,60,7.231999999999999,"LINESTRING (14.5719991 46.0621294, 14.5720379 46.06212, 14.5720837 46.062102)",tertiary
9693645246,9693645263,1154713114,1,Letališka cesta,50,7.676,"LINESTRING (14.5719991 46.0621294, 14.5720074 46.0621047, 14.5720184 46.0620834, 14.5720305 46.0620641)",tertiary
9693645255,10738926049,"[1054905698, 1154855598, 1154713135, 1154713108, 1154713109]",1,Letališka cesta,60,80.337,"LINESTRING (14.5724374 46.06228, 14.5724177 46.0622985, 14.572391 46.0623182, 14.5723699 46.0623319, 14.5723433 46.062345, 14.572295 46.0623606, 14.572266 46.0623667, 14.5722297 46.0623702, 14.5721888 46.0623702, 14.5721566 46.0623667, 14.5721134 46.0623542, 14.572084 46.0623418, 14.5720531 46.0623268, 14.5719858 46.0622894, 14.5719518 46.0622765, 14.5719162 46.0622651, 14.5718936 46.0622592, 14.5718651 46.0622543, 14.5716156 46.0622412, 14.571498 46.0622079)",tertiary
9693645263,10738926080,"[1055196401, 1154713115, 1154713133, 1154713126]",1.5,Letališka cesta,50,127.892,"LINESTRING (14.5720305 46.0620641, 14.5720552 46.0620377, 14.5720844 46.0620166, 14.5721139 46.0620008, 14.5721467 46.0619882, 14.5721902 46.0619752, 14.5722209 46.0619716, 14.5722608 46.061968, 14.5723057 46.0619711, 14.5723433 46.06198, 14.5723842 46.0619927, 14.5724165 46.0620067, 14.5724489 46.0620245, 14.5725075 46.0620501, 14.5725379 46.0620603, 14.5725817 46.0620699, 14.5726159 46.062074, 14.5727888 46.0620846, 14.5729641 46.0620901, 14.5731109 46.0620888, 14.5732487 46.0620855, 14.5734682 46.06207, 14.5735965 46.0620578)",tertiary
9693645275,9693645279,1154713134,1,Letališka cesta,50,12.784,"LINESTRING (14.5721389 46.0623077, 14.5721115 46.0622978, 14.5720856 46.0622828, 14.5720635 46.0622686, 14.5720426 46.0622511, 14.5720207 46.0622294)",tertiary
9693645275,9693645281,1154713153,1,Letališka cesta,50,23.843,"LINESTRING (14.5721389 46.0623077, 14.5721161 46.0622378, 14.5720966 46.0622148, 14.5720816 46.0621886, 14.5720747 46.0621645, 14.5720737 46.0621363, 14.5720766 46.0621195, 14.5720837 46.062102)",tertiary
9693645279,10738926049,"[1055196402, 1154855597]",1,Letališka cesta,60,41.376,"LINESTRING (14.5720207 46.0622294, 14.5719882 46.0622185, 14.5719532 46.0622096, 14.5719019 46.0621993, 14.5718663 46.0621937, 14.5716176 46.0621852, 14.571498 46.0622079)",tertiary
9693645279,9693645246,1154713113,1,Letališka cesta,50,11.336,"LINESTRING (14.5720207 46.0622294, 14.5720077 46.0622036, 14.572001 46.0621767, 14.5720001 46.0621568, 14.5719991 46.0621294)",tertiary
9693645281,10738926070,"[1154713112, 1154713155]",1,Letališka cesta,50,34.836999999999996,"LINESTRING (14.5720837 46.062102, 14.5720978 46.0620829, 14.5721251 46.06206, 14.5721493 46.0620445, 14.5721781 46.0620334, 14.5722126 46.0620257, 14.5722537 46.0620192, 14.5722938 46.0620199, 14.5723321 46.0620285, 14.572363 46.0620408, 14.572392 46.0620585, 14.572421 46.0620776, 14.5724443 46.0620992)",tertiary
9698983002,9698983006,"[1149758967, 1149758968, 1149757337, 1055524697, 1154713116]",2,Letališka cesta,60,287.05,"LINESTRING (14.5677815 46.0620703, 14.5683666 46.0620845, 14.5689754 46.0620933, 14.5696927 46.062101, 14.5701177 46.0621078, 14.5703649 46.06211, 14.5707321 46.0621132, 14.5715011 46.0621185)",tertiary
9698983006,9693645263,"[1154855595, 1154713143]",1,Letališka cesta,60,41.708000000000006,"LINESTRING (14.5715011 46.0621185, 14.5716206 46.062099, 14.5718684 46.0620946, 14.571904 46.0620936, 14.5719471 46.0620875, 14.5719756 46.0620821, 14.572002 46.0620745, 14.5720305 46.0620641)",tertiary
9698983006,9693645246,"[1154855596, 1154713156]",1,Letališka cesta,60,38.666,"LINESTRING (14.5715011 46.0621185, 14.5716193 46.062136, 14.5718676 46.0621347, 14.5719604 46.0621336, 14.5719991 46.0621294)",tertiary
9757953998,9757953999,1062158502,1,nan,50,7.269,"LINESTRING (14.4899012 46.0781744, 14.4898177 46.0782047)",secondary_link
9757953998,26592507,1062196186,2,Litostrojska cesta,50,16.364,"LINESTRING (14.4899012 46.0781744, 14.4900025 46.0783037)",secondary
9757953999,9757953998,1062158502,1,nan,50,7.269,"LINESTRING (14.4898177 46.0782047, 14.4899012 46.0781744)",secondary_link
9757953999,1653007127,"[1062204728, 152483366]",2,Litostrojska cesta,50,109.325,"LINESTRING (14.4898177 46.0782047, 14.489767 46.0781395, 14.4895849 46.0778963, 14.4893917 46.0776424, 14.4893109 46.0775377, 14.4891545 46.0773358)",secondary
9817465701,395506341,34425761,2,Hladilniška pot,30,791.8029999999999,"LINESTRING (14.603783 46.0623865, 14.6039748 46.0623391, 14.6041554 46.0623036, 14.6043562 46.0622694, 14.6048687 46.0621796, 14.605351 46.0621039, 14.6056041 46.0620934, 14.6057139 46.0620968, 14.6058945 46.06211, 14.6061661 46.062138, 14.606222 46.0621438, 14.6065586 46.0621932, 14.6068801 46.0622654, 14.6072794 46.0623551, 14.6075678 46.0624256, 14.6076759 46.0624602, 14.6078947 46.0625151, 14.6081044 46.0625555, 14.6082466 46.0625747, 14.6084119 46.0625865, 14.6085763 46.0625905, 14.6086855 46.0625898, 14.6087858 46.0625828, 14.6089968 46.0625557, 14.6090172 46.0625534, 14.6091362 46.0625276, 14.6092217 46.0625062, 14.6094205 46.0624468, 14.6097365 46.0623427, 14.6099517 46.0622729, 14.6101822 46.06221, 14.6104111 46.0621653, 14.6107598 46.0621087, 14.61083 46.0620971, 14.6109779 46.0620713, 14.6116733 46.0619521, 14.6118162 46.061927, 14.6120236 46.0618877, 14.6121355 46.0618554, 14.6122716 46.0617951, 14.6124054 46.0617078, 14.6124451 46.0616775, 14.6127615 46.0614172, 14.6128342 46.0613536, 14.6128898 46.0613157, 14.6129508 46.0612864, 14.6129908 46.0612726, 14.6130398 46.0612582, 14.6130935 46.061253, 14.6131468 46.0612507, 14.6131835 46.0612547, 14.6132209 46.0612613, 14.6132615 46.0612723, 14.6133414 46.0613027)",tertiary
9817465701,9817465716,"[1174057251, 1069646123]",1,Hladilniška pot,30,28.667,"LINESTRING (14.603783 46.0623865, 14.6036913 46.0624385, 14.6036105 46.0624731, 14.6034888 46.0625432)",tertiary
9817465702,9817465708,"[1174054376, 1119340710, 1069629894]",1,nan,50,51.145,"LINESTRING (14.6032179 46.0626534, 14.6031906 46.0626432, 14.6031659 46.0626302, 14.6031429 46.0626131, 14.6031245 46.0625935, 14.6031112 46.062572, 14.6031036 46.0625492, 14.6031017 46.0625258, 14.6031057 46.0625026, 14.6031149 46.062481, 14.6031291 46.0624609, 14.603148 46.0624426, 14.603171 46.0624268, 14.6031982 46.0624136, 14.6032283 46.0624038, 14.6032603 46.0623976, 14.6032934 46.0623954, 14.6033265 46.0623971, 14.6033588 46.0624027, 14.6033905 46.0624125, 14.6034193 46.0624262)",tertiary
9817465708,9817465716,1119343762,1,nan,50,14.632,"LINESTRING (14.6034193 46.0624262, 14.6034419 46.0624415, 14.6034607 46.0624592, 14.6034751 46.0624787, 14.6034847 46.0624996, 14.6034894 46.0625213, 14.6034888 46.0625432)",tertiary
9817465708,9817465701,"[1119343761, 1174057250]",1,Hladilniška pot,30,28.423000000000002,"LINESTRING (14.6034193 46.0624262, 14.6035644 46.0624076, 14.6036414 46.0623977, 14.603783 46.0623865)",tertiary
9817465716,9817555618,1119340711,1,nan,50,12.363999999999999,"LINESTRING (14.6034888 46.0625432, 14.6034808 46.0625705, 14.6034649 46.062596, 14.6034418 46.0626187, 14.6034125 46.0626376)",tertiary
9817555618,9817555647,"[1069646120, 1174595590]",1,nan,50,27.299,"LINESTRING (14.6034125 46.0626376, 14.6033936 46.0626846, 14.6033699 46.0627493, 14.6033491 46.0628248, 14.60332 46.0628739)",tertiary
9817555618,9817465702,1119343760,1,nan,50,15.828,"LINESTRING (14.6034125 46.0626376, 14.6033835 46.0626501, 14.6033517 46.062659, 14.6033183 46.0626638, 14.6032841 46.0626645, 14.6032503 46.062661, 14.6032179 46.0626534)",tertiary
9817555647,9817465702,1069629897,1,nan,50,25.918999999999997,"LINESTRING (14.60332 46.0628739, 14.6032849 46.0628285, 14.6032655 46.0627545, 14.6032179 46.0626534)",tertiary
9817555647,9817555699,"[1069629896, 1174595591]",1,nan,50,710.601,"LINESTRING (14.60332 46.0628739, 14.6033604 46.063503, 14.6033752 46.0636704, 14.6033942 46.0639425, 14.6034079 46.0641037, 14.6034245 46.0642117, 14.6034418 46.0643189, 14.6034632 46.0644257, 14.6034899 46.0645333, 14.6035208 46.0646385, 14.6035535 46.0647452, 14.6035909 46.06485, 14.6036325 46.0649539, 14.6036895 46.0650866, 14.6038221 46.0653682, 14.6038726 46.0654807, 14.6039397 46.0656465, 14.6040098 46.0658382, 14.6040685 46.0660267, 14.6040942 46.0661293, 14.6041352 46.0663181, 14.6041554 46.0664249, 14.6041703 46.0665333, 14.6041851 46.0666421, 14.6041958 46.0667501, 14.6042012 46.0668614, 14.6042047 46.0669674, 14.6042058 46.0676342, 14.6042006 46.068703, 14.6041984 46.0691989)",tertiary
9817555671,9817555757,895029127,2,Industrijska cesta,50,504.534,"LINESTRING (14.6041937 46.069953, 14.6041931 46.0701801, 14.6041916 46.0707786, 14.6041886 46.0719506, 14.6041835 46.0739407, 14.6041821 46.0742001, 14.6041815 46.0743077, 14.604189 46.0744903)",tertiary
9817555671,8319550449,1069629901,1,Industrijska cesta,50,30.206,"LINESTRING (14.6041937 46.069953, 14.6041649 46.069873, 14.6041548 46.0698148, 14.6041275 46.0697254, 14.6041093 46.0696883)",tertiary
