u,v,osmid,lanes,name,maxspeed,length,geometry,highway
30846178,7539161881,"[4806089, 673849972, 7384278]",2,Ižanska cesta,50,51.647999999999996,"LINESTRING (14.5150866 46.0422063, 14.515201 46.0422502, 14.515401 46.042315, 14.5155299 46.0423464, 14.5155697 46.0423571, 14.5156246 46.0423711, 14.515703 46.042382)",tertiary
30846183,26452257,"[238788003, 601934825, 343172011, 1049265078, 1049265082]",2.5,Peruzzijeva ulica,50,823.4730000000002,"LINESTRING (14.5280382 46.0262842, 14.5279628 46.0262136, 14.5279077 46.0261632, 14.5273918 46.0256747, 14.5271742 46.0254791, 14.5270874 46.0253994, 14.5267404 46.0250809, 14.526065 46.0244635, 14.5257744 46.0241941, 14.5254953 46.0239352, 14.5248814 46.0233654, 14.5248413 46.02333, 14.5246112 46.0231222, 14.524425 46.022951, 14.524171 46.0227135, 14.5236998 46.02228, 14.5228302 46.0214788, 14.5227331 46.0213898, 14.5226887 46.0213491, 14.5224406 46.0211219, 14.5221204 46.020812, 14.5220076 46.020704, 14.5217521 46.0204604, 14.5216442 46.0203573)",tertiary
30846183,371729746,"[1049265074, 513334658, 1049265063]",2.5,Peruzzijeva ulica,50,434.17600000000004,"LINESTRING (14.5280382 46.0262842, 14.5281184 46.0263597, 14.5281603 46.0263994, 14.5284793 46.0266896, 14.5287627 46.0269365, 14.5291926 46.0273329, 14.5296964 46.0277947, 14.5297544 46.0278487, 14.5298643 46.0279503, 14.5303205 46.0283703, 14.5303588 46.0284065, 14.5305301 46.0285635, 14.5308538 46.0288611, 14.5310242 46.0290178, 14.5313656 46.0293321, 14.5314349 46.029396)",tertiary
30846183,371723676,"[1049317254, 1049317255, 4806090, 1049265075, 1049265076, 1049456792, 1049456793]",2,Jurčkova cesta,50,1262.4519999999998,"LINESTRING (14.5280382 46.0262842, 14.527911 46.0263435, 14.5278472 46.0263732, 14.5274035 46.0265799, 14.5272863 46.0266345, 14.5267062 46.0269037, 14.5265639 46.0269698, 14.5262552 46.027113, 14.5261405 46.0271663, 14.5260698 46.027199, 14.5259219 46.0272677, 14.5257612 46.0273422, 14.5254474 46.0274878, 14.524933 46.0277265, 14.5248037 46.0277865, 14.5239137 46.0281995, 14.5237622 46.0282699, 14.523484 46.0283989, 14.5233881 46.0284434, 14.5231949 46.0285331, 14.5231538 46.0285522, 14.5227921 46.02872, 14.5224214 46.028892, 14.5220729 46.0290537, 14.5218168 46.0291726, 14.5214559 46.02934, 14.5213478 46.0293902, 14.5208902 46.0296031, 14.5208182 46.0296365, 14.5207542 46.0296662, 14.5204377 46.0298131, 14.5201554 46.0299442, 14.5197596 46.030128, 14.5195188 46.0302398, 14.5191536 46.0304094, 14.518998 46.0304816, 14.5189143 46.0305205, 14.5185969 46.0306679, 14.5178913 46.0309954, 14.5165628 46.0316122, 14.5160702 46.0318365, 14.5159067 46.0319121, 14.5144917 46.0325721, 14.5144449 46.0325954)",tertiary
30846183,114136375,"[513334657, 1049265077]",2,Jurčkova cesta,50,744.61,"LINESTRING (14.5280382 46.0262842, 14.528148 46.0262331, 14.5282408 46.0261898, 14.5287973 46.025927, 14.5289008 46.0258777, 14.5294741 46.0256099, 14.5295239 46.0255856, 14.5301016 46.0253227, 14.5307585 46.0250228, 14.5308472 46.024979, 14.5313352 46.0247578, 14.5314554 46.0246896, 14.5317894 46.0245131, 14.5319166 46.0244277, 14.532081 46.0242861, 14.5322388 46.0240904, 14.5329036 46.023097, 14.5337077 46.0218778, 14.5339278 46.0215665, 14.5341271 46.0213785)",tertiary
31025200,16797140,"[4826384, 83803817]",3,"['Dolgi most', 'Južna obvoznica']",100,469.11299999999994,"LINESTRING (14.4626876 46.0356091, 14.4618975 46.0358099, 14.4611934 46.0359757, 14.4607733 46.0360706, 14.4595166 46.0363362, 14.4589641 46.0364605, 14.4587076 46.0365214, 14.4584239 46.0365926, 14.4580222 46.0366976, 14.4577649 46.0367648, 14.4569496 46.0369933)",motorway
31297421,10774312806,"[8886513, 8886516, 8886540]",2.5,Cesta v Mestni log,50,178.964,"LINESTRING (14.4774983 46.0336459, 14.4771738 46.0335031, 14.4768597 46.0333475, 14.4764259 46.0330877, 14.4762385 46.0329656, 14.4760272 46.032812, 14.4757531 46.0325981)",tertiary
31297421,26546534,"[950026374, 454548238, 1112568400, 28234963, 28234965, 1119460664, 1007049726]",2.5,Tbilisijska ulica,45.0,700.3429999999998,"LINESTRING (14.4774983 46.0336459, 14.4774055 46.0337812, 14.477233 46.0340336, 14.4771999 46.0340821, 14.4770789 46.0342592, 14.4770068 46.034381, 14.4769455 46.0344948, 14.4769111 46.034572, 14.476849 46.0347299, 14.476765 46.03497, 14.4766869 46.0352095, 14.4766394 46.0353466, 14.476608 46.0354495, 14.4766024 46.0354693, 14.476528 46.0356938, 14.4764502 46.0359368, 14.4763707 46.0361795, 14.476201 46.0367009, 14.4760991 46.0370089, 14.4760615 46.0371266, 14.476015 46.03727, 14.47591 46.0375941, 14.4759016 46.0376184, 14.47588 46.0376814, 14.4758547 46.0377549, 14.4758431 46.0377887, 14.4756308 46.0384129, 14.4755807 46.0385602, 14.4755311 46.0386882, 14.4754935 46.0387732, 14.4754536 46.038856, 14.4754465 46.0388699, 14.4754127 46.0389359, 14.4753571 46.0390375, 14.4752964 46.0391401, 14.47523 46.0392462, 14.4751609 46.0393451, 14.4751077 46.0394179, 14.4750557 46.0394884, 14.4750394 46.0395093, 14.4750158 46.0395393, 14.4749926 46.0395689, 14.474923 46.0396567)",tertiary
31297421,26505761,"[1007049728, 149737635, 1007050271, 1007049727]",2.5,Cesta v Mestni log,50,530.6830000000001,"LINESTRING (14.4774983 46.0336459, 14.477774 46.0337502, 14.4782245 46.0338944, 14.478489 46.0339772, 14.4786428 46.0340199, 14.4792104 46.0341598, 14.4796906 46.0342771, 14.4803823 46.0344471, 14.4811557 46.0346362, 14.4818142 46.0347967, 14.4818256 46.0347995, 14.4828428 46.0350518, 14.4832063 46.0351476, 14.483448 46.0352072, 14.4838277 46.0352924, 14.4839322 46.0353143)",tertiary
31404192,1650833637,152257635,1,nan,50,68.05,"LINESTRING (14.5385542 46.0980485, 14.5381269 46.0980945, 14.5380701 46.0981092, 14.538015 46.0981378, 14.5379945 46.0981601, 14.5379781 46.0981891, 14.5379627 46.0982237, 14.537939 46.0983512)",primary_link
31404623,774117067,1150806096,1,Bratislavska cesta,50,15.8,"LINESTRING (14.5508044 46.0646024, 14.5507785 46.0646178, 14.5507493 46.0646301, 14.5507177 46.064639, 14.5506844 46.0646443, 14.5506504 46.0646458, 14.5506164 46.0646434)",tertiary
31404623,10705326782,1150806098,1,Bratislavska cesta,50,31.856,"LINESTRING (14.5508044 46.0646024, 14.550823 46.0647263, 14.5508478 46.0648873)",tertiary
31581220,476270549,"[31661744, 865477380, 877967549, 875846487]",2,Tolstojeva ulica,50,470.04299999999995,"LINESTRING (14.5059597 46.0774632, 14.5061241 46.0774419, 14.5073336 46.0772789, 14.5074578 46.0772622, 14.5075758 46.0772462, 14.5088003 46.077079, 14.5096891 46.0769577, 14.5098572 46.0769351, 14.5099605 46.076921, 14.511127 46.0767628, 14.5113581 46.0767335, 14.5114472 46.076724, 14.511694 46.0766955, 14.5118132 46.0766809, 14.5119436 46.0766649)",tertiary
31581220,96903322,"[126678593, 126678595, 4879432, 31661745, 535652370, 1062713562, 1062713563, 1062713564]",2,"['Vodovodna cesta', 'Podmilščakova ulica', 'Slovenčeva ulica']",50,1211.4249999999997,"LINESTRING (14.5059597 46.0774632, 14.5058416 46.0772177, 14.5056082 46.0767322, 14.5054475 46.0763963, 14.5053107 46.0761088, 14.5052351 46.0759499, 14.5050349 46.0755425, 14.5049236 46.0753154, 14.5048069 46.07507, 14.5047583 46.0749678, 14.5047092 46.0748646, 14.5044959 46.0744158, 14.5043355 46.0740581, 14.5042688 46.0739054, 14.504224 46.0738001, 14.504182 46.0737013, 14.504128 46.0735416, 14.5040751 46.0733314, 14.5040324 46.0730836, 14.5039153 46.0722457, 14.503903 46.0721613, 14.5037544 46.0710803, 14.5037478 46.0710374, 14.5036714 46.0705403, 14.5035998 46.0700228, 14.5035897 46.0699714, 14.5034614 46.0690753, 14.5034454 46.068994, 14.5034273 46.0689021, 14.5030464 46.067564, 14.5029282 46.06716, 14.5028942 46.0669715, 14.5028801 46.0668322)",tertiary
31581220,53456804,"[6652410, 1011841276, 882133405, 882133406]",3.0,Slovenčeva ulica,50,705.9259999999999,"LINESTRING (14.5059597 46.0774632, 14.5059984 46.077544, 14.5061778 46.0779185, 14.5063788 46.0783654, 14.5064435 46.0785319, 14.5064932 46.0786823, 14.5065231 46.0787924, 14.5067062 46.0794637, 14.5068074 46.0798273, 14.5068891 46.0801299, 14.5070008 46.0805474, 14.5070444 46.0807309, 14.5070592 46.0807931, 14.5071955 46.0814341, 14.5072167 46.0815368, 14.5072363 46.0816344, 14.5072771 46.0818589, 14.5073544 46.0823135, 14.5074352 46.0827932, 14.5074602 46.0829565, 14.5074845 46.0832565, 14.507509 46.0835859, 14.5075176 46.0837008)",tertiary
31587169,26408557,64026094,1,nan,50,322.368,"LINESTRING (14.501403 46.084667, 14.5012638 46.0846619, 14.501253 46.0846617, 14.4991954 46.0844196, 14.4981306 46.0842804, 14.4976887 46.0842262, 14.4972999 46.0841352)",trunk_link
31587169,26506016,"[4881681, 497603052, 497603053]",5,Verovškova ulica,50,78.822,"LINESTRING (14.501403 46.084667, 14.5014204 46.084557, 14.5014334 46.0844982, 14.5014983 46.0841916, 14.5015216 46.0841006, 14.501556 46.0839663)",secondary
31587169,87285974,"[881270273, 6080125, 1021132913]",2.5,Saveljska cesta,50,381.10900000000004,"LINESTRING (14.501403 46.084667, 14.5013853 46.0847636, 14.5013771 46.0848094, 14.5013353 46.0850869, 14.5013277 46.0852291, 14.5013296 46.0853002, 14.501335 46.0853834, 14.501359 46.0855551, 14.50138 46.0856884, 14.5014168 46.0859113, 14.5014465 46.0860926, 14.5014598 46.0861884, 14.5014688 46.0862611, 14.5014765 46.0863401, 14.5014855 46.0865255, 14.5014876 46.0866455, 14.5014943 46.0868448, 14.50151 46.0870245, 14.5015204 46.0871153, 14.501552 46.0872967, 14.5015848 46.0874468, 14.5016131 46.0875492, 14.5017246 46.0879094, 14.5017714 46.0880693)",tertiary
31598259,31598265,"[4882049, 986490882, 986490881]",1.5,Kavadarska cesta,50,476.79999999999995,"LINESTRING (14.4735427 46.0765233, 14.4736445 46.0765504, 14.4746057 46.0768193, 14.4756039 46.0770929, 14.4757828 46.0771432, 14.4771958 46.0775295, 14.4778688 46.0777162, 14.4782868 46.0778372, 14.4785934 46.077925, 14.4792791 46.0781205)",tertiary
31598259,31598260,"[151952648, 497603043, 986483631]",2,Vodnikova cesta,50,64.962,"LINESTRING (14.4735427 46.0765233, 14.4734928 46.0765797, 14.4732468 46.0768275, 14.4731327 46.0769545, 14.4730851 46.0770134)",tertiary
31598260,9118662955,540682906,2,Majorja Lavriča ulica,50,10.414,"LINESTRING (14.4730851 46.0770134, 14.4729587 46.0769805)",tertiary
31598260,5030075377,321812519,1,Regentova cesta,50,116.525,"LINESTRING (14.4730851 46.0770134, 14.4730172 46.0770925, 14.4728576 46.0772459, 14.4726531 46.077473, 14.4724149 46.0777388, 14.4722511 46.077886)",tertiary
31598265,271010043,110809253,4,Kavadarska cesta,50,120.761,"LINESTRING (14.4792791 46.0781205, 14.4801862 46.0783401, 14.4807549 46.078483)",primary_link
31624893,31624897,"[4882912, 4882913, 304792691, 116761629]",1,"['Ulica bratov Komel', 'Cesta na Poljane']",35.0,1660.5729999999996,"LINESTRING (14.4779172 46.0901512, 14.4778958 46.0902056, 14.4778423 46.0902732, 14.4777686 46.090368, 14.477418 46.0907348, 14.4772683 46.0908815, 14.4771566 46.0909944, 14.4770175 46.0911567, 14.4766788 46.0915185, 14.4764958 46.0916768, 14.4763366 46.0918194, 14.4761358 46.0919619, 14.4760229 46.0920468, 14.4758993 46.0921173, 14.4755433 46.0922887, 14.4753134 46.0923963, 14.4751102 46.0925145, 14.4749497 46.0926159, 14.4747816 46.0927329, 14.474699 46.092805, 14.4746217 46.0928829, 14.4745415 46.0929637, 14.4744809 46.093042, 14.474352 46.0931986, 14.4741588 46.0934281, 14.4738796 46.0937344, 14.4738466 46.0937943, 14.4738493 46.0938487, 14.4738648 46.093884, 14.4738868 46.0939198, 14.4739206 46.0939494, 14.4740058 46.094016, 14.4741301 46.0941048, 14.4748189 46.0945969, 14.4750868 46.0947955, 14.4753651 46.0950203, 14.4754037 46.0950685, 14.475415 46.0950928, 14.4754126 46.0951184, 14.4754037 46.095139, 14.4753823 46.0951633, 14.4753544 46.0951847, 14.4753021 46.0952193, 14.4750151 46.0953623, 14.4747988 46.0954785, 14.474529 46.0955992, 14.4744108 46.0956326, 14.4742723 46.095652, 14.4739616 46.0956804, 14.4736793 46.0956767, 14.4732557 46.0956491, 14.4738169 46.0962138, 14.474086 46.096467, 14.4744506 46.0968132, 14.4746831 46.0970412, 14.4749755 46.0973574, 14.4753239 46.097801, 14.4754086 46.0979089, 14.4755394 46.0981062, 14.4757317 46.0983365, 14.4761314 46.0988498, 14.4764237 46.0992293, 14.4782089 46.1015579)",tertiary
31624893,26546554,149734141,1,Ulica Jožeta Jame,40,107.86099999999999,"LINESTRING (14.4779172 46.0901512, 14.4779138 46.0900846, 14.4778706 46.0900191, 14.4777954 46.0899635, 14.47767 46.0898876, 14.477485 46.0898077, 14.477203 46.0896809, 14.4770352 46.0896133, 14.4769657 46.0895794, 14.4768921 46.0895443)",tertiary
31624893,1747510585,"[4640838, 277880456, 53600847, 53600851, 1062196372, 1195107642]",2.5,"['Kuhljeva cesta', 'Korotanska ulica', 'Ulica Jožeta Jame', 'Stegne']",40.0,1992.545,"LINESTRING (14.4779172 46.0901512, 14.4780342 46.0902119, 14.4782558 46.0903255, 14.478579 46.0904836, 14.4788294 46.0906084, 14.4791456 46.0907726, 14.4794981 46.0909484, 14.4795667 46.0909824, 14.4796047 46.0909919, 14.4796308 46.0909954, 14.4796679 46.0909958, 14.479704 46.0909916, 14.4797342 46.0909841, 14.479762 46.0909741, 14.4797825 46.0909614, 14.4798604 46.0908894, 14.4808644 46.0899093, 14.4810248 46.0897536, 14.4811172 46.0896635, 14.4801146 46.0891564, 14.4797565 46.0889768, 14.4789666 46.0885871, 14.4788821 46.0885369, 14.4788432 46.0884913, 14.4788334 46.0884377, 14.4788501 46.0883907, 14.4788988 46.0883401, 14.4790004 46.0882424, 14.4800069 46.0872668, 14.4805964 46.0866953, 14.4806787 46.0866159, 14.4813355 46.0859816, 14.481357 46.0859609, 14.4822477 46.085093, 14.4822726 46.0850699, 14.4823012 46.085046, 14.4827646 46.0846042, 14.4831188 46.084258, 14.4836554 46.0837694, 14.4842124 46.0831858, 14.4849694 46.0824783, 14.4850443 46.082403, 14.4861157 46.0814227, 14.486198 46.0813366, 14.4865959 46.0809427, 14.486645 46.0808937, 14.4872256 46.0803179, 14.4878648 46.0797049, 14.4879482 46.0796316, 14.4880466 46.0795502, 14.4881528 46.0794671, 14.4882603 46.0793898, 14.4884386 46.0792734, 14.4885404 46.0792104, 14.4891774 46.078825, 14.4898222 46.0784176, 14.489874 46.0783849, 14.4899296 46.0783498)",tertiary
31624897,2845144244,266793861,2,Ulica bratov Komel,50,222.08800000000002,"LINESTRING (14.4782089 46.1015579, 14.4783038 46.101673, 14.4783671 46.1017504, 14.4784261 46.1018481, 14.478469 46.1019253, 14.4784985 46.1019866, 14.4785227 46.1020666, 14.4785307 46.1021503, 14.47852 46.1022321, 14.4785039 46.102313, 14.4784583 46.102432, 14.4783953 46.102552, 14.4783457 46.1026385, 14.4782986 46.1027378, 14.4782329 46.1028931, 14.4781885 46.1030193, 14.4781796 46.1030799, 14.4781774 46.103174, 14.4781814 46.1032908, 14.4782024 46.1034712)",tertiary
31624897,50103978,"[348535332, 266793862]",2,Avšičeva cesta,40,1543.0350000000003,"LINESTRING (14.4782089 46.1015579, 14.4784838 46.1014584, 14.4791624 46.1012213, 14.4799241 46.1009582, 14.4802621 46.1008456, 14.4804324 46.1007852, 14.4814679 46.1004342, 14.4819331 46.100271, 14.482424 46.1001017, 14.48266 46.1000273, 14.4829001 46.0999631, 14.4832709 46.0998903, 14.4835035 46.0998525, 14.4838089 46.0998106, 14.4844101 46.0997375, 14.4847466 46.099678, 14.484833 46.0996552, 14.4850083 46.0995986, 14.4852348 46.0995145, 14.4853759 46.0994477, 14.4858797 46.0992068, 14.4860368 46.0991395, 14.4861911 46.0990853, 14.4864171 46.0990157, 14.4868761 46.0988954, 14.4875121 46.0987366, 14.4877857 46.0986919, 14.4880553 46.0986622, 14.488357 46.0986473, 14.4884869 46.0986444, 14.4888252 46.0986369, 14.4890874 46.0986068, 14.4893143 46.098568, 14.4894623 46.0985388, 14.4896972 46.0984923, 14.4903924 46.0983408, 14.4908488 46.0982214, 14.4911157 46.0981544, 14.4915864 46.0980437, 14.491722 46.0980006, 14.4919868 46.0979159, 14.4921684 46.097855, 14.4924018 46.0977685, 14.4925101 46.0977264, 14.4926093 46.097691, 14.4928537 46.0976039, 14.4933565 46.0974281, 14.4937247 46.0972947, 14.4937518 46.0972848, 14.494224 46.0971128, 14.494683 46.0969445, 14.4954373 46.0966834, 14.4957374 46.0965799, 14.4964316 46.0963472, 14.4965641 46.0963028)",tertiary
31624897,31624893,"[4882912, 4882913, 304792691, 116761629]",1,"['Ulica bratov Komel', 'Cesta na Poljane']",35.0,1660.5730000000003,"LINESTRING (14.4782089 46.1015579, 14.4764237 46.0992293, 14.4761314 46.0988498, 14.4757317 46.0983365, 14.4755394 46.0981062, 14.4754086 46.0979089, 14.4753239 46.097801, 14.4749755 46.0973574, 14.4746831 46.0970412, 14.4744506 46.0968132, 14.474086 46.096467, 14.4738169 46.0962138, 14.4732557 46.0956491, 14.4736793 46.0956767, 14.4739616 46.0956804, 14.4742723 46.095652, 14.4744108 46.0956326, 14.474529 46.0955992, 14.4747988 46.0954785, 14.4750151 46.0953623, 14.4753021 46.0952193, 14.4753544 46.0951847, 14.4753823 46.0951633, 14.4754037 46.095139, 14.4754126 46.0951184, 14.475415 46.0950928, 14.4754037 46.0950685, 14.4753651 46.0950203, 14.4750868 46.0947955, 14.4748189 46.0945969, 14.4741301 46.0941048, 14.4740058 46.094016, 14.4739206 46.0939494, 14.4738868 46.0939198, 14.4738648 46.093884, 14.4738493 46.0938487, 14.4738466 46.0937943, 14.4738796 46.0937344, 14.4741588 46.0934281, 14.474352 46.0931986, 14.4744809 46.093042, 14.4745415 46.0929637, 14.4746217 46.0928829, 14.474699 46.092805, 14.4747816 46.0927329, 14.4749497 46.0926159, 14.4751102 46.0925145, 14.4753134 46.0923963, 14.4755433 46.0922887, 14.4758993 46.0921173, 14.4760229 46.0920468, 14.4761358 46.0919619, 14.4763366 46.0918194, 14.4764958 46.0916768, 14.4766788 46.0915185, 14.4770175 46.0911567, 14.4771566 46.0909944, 14.4772683 46.0908815, 14.477418 46.0907348, 14.4777686 46.090368, 14.4778423 46.0902732, 14.4778958 46.0902056, 14.4779172 46.0901512)",tertiary
31815754,26506016,"[1021131841, 150076354, 13033447, 1021131838, 4881674, 289700779, 31661746, 31661747, 1097823030, 865657240, 1021131836, 1021131837, 150076350]",3.0,"['Magistrova ulica', 'Verovškova ulica']",50,1656.7419999999997,"LINESTRING (14.4943105 46.0726972, 14.494473 46.0727206, 14.4946731 46.0727699, 14.4948463 46.072813, 14.4950001 46.0728505, 14.4951034 46.0728797, 14.4951816 46.0728899, 14.4952606 46.0728942, 14.4953491 46.0728918, 14.4954411 46.0728805, 14.4955625 46.0728662, 14.4969508 46.0727208, 14.4977724 46.0726571, 14.4984319 46.0726176, 14.4985738 46.0726108, 14.4987902 46.0725974, 14.4988683 46.0725985, 14.4989179 46.072604, 14.4989566 46.0726135, 14.4989934 46.0726308, 14.4990148 46.0726469, 14.4990356 46.0726687, 14.4990558 46.0726959, 14.4990765 46.0727484, 14.4992055 46.073134, 14.4992336 46.0732225, 14.4994028 46.0737551, 14.4994367 46.0738669, 14.4997178 46.0747375, 14.4998559 46.0751697, 14.500016 46.0756709, 14.5000827 46.0758823, 14.5001214 46.0760064, 14.5002503 46.0764139, 14.5004493 46.0770479, 14.5004928 46.0771876, 14.5005843 46.0774815, 14.5006509 46.0776591, 14.5006916 46.077785, 14.5009508 46.0786062, 14.5010823 46.0790084, 14.501114 46.0791051, 14.5011862 46.0793342, 14.5012616 46.0795677, 14.5012806 46.0796298, 14.501321 46.0797524, 14.5014974 46.0803013, 14.501545 46.08045, 14.5017037 46.0809465, 14.501726 46.0810155, 14.501875 46.0814811, 14.5019105 46.0816057, 14.5019271 46.0816867, 14.5019407 46.0817593, 14.5019652 46.0819364, 14.5019713 46.0820118, 14.5019719 46.0820729, 14.5019603 46.0822529, 14.5019346 46.0824253, 14.5018741 46.0826576, 14.5018045 46.0829508, 14.5017938 46.0829924, 14.5017386 46.0832079, 14.5016005 46.0837924, 14.5015862 46.0838483, 14.501556 46.0839663)",tertiary
31815754,16147901,"[1216109856, 150076357, 6113580, 150127661, 1148745713, 1184594292, 150076341, 57771099]",2.5,"['Goriška ulica', 'Verovškova ulica', 'Černetova ulica']",30,1014.5489999999996,"LINESTRING (14.4943105 46.0726972, 14.4944288 46.0725925, 14.4948453 46.0721976, 14.4950675 46.0719914, 14.4953379 46.0717317, 14.4962322 46.0708623, 14.4969708 46.0701475, 14.4975219 46.0695962, 14.497647 46.0694731, 14.4982192 46.0689343, 14.4984819 46.0686825, 14.4986766 46.068496, 14.498895 46.068278, 14.4990471 46.0681202, 14.4991434 46.0680131, 14.4991881 46.0679609, 14.4992313 46.0679091, 14.4992934 46.0678322, 14.4993338 46.0677791, 14.4993939 46.0676939, 14.4994319 46.0676344, 14.4994785 46.0675578, 14.4995201 46.0674805, 14.499542 46.0674277, 14.4995641 46.0673636, 14.4995705 46.0673375, 14.4995729 46.067321, 14.4995719 46.0673085, 14.4995695 46.0672948, 14.4995648 46.06728, 14.4995596 46.0672674, 14.4995508 46.0672557, 14.4995401 46.0672457, 14.4995253 46.0672345, 14.4995073 46.0672231, 14.4994887 46.0672152, 14.4994638 46.0672076, 14.4994353 46.067202, 14.4994077 46.0672002, 14.4993815 46.0672003, 14.499363 46.0672013, 14.4993409 46.0672049, 14.4993183 46.0672084, 14.4989385 46.0672732, 14.4981586 46.0674073, 14.4980373 46.0674287, 14.4976095 46.0675025, 14.4970765 46.0675928, 14.4969945 46.0676064, 14.4969536 46.0675049, 14.496871 46.0672853, 14.4967828 46.067043, 14.4967632 46.06699, 14.496737 46.066935)",tertiary
